GENE_SYMBOL,logFC,P.Value
LRRTM4,-0.498731,0.0156
HMG20A,-0.3744799,0.0156
LOC100129480,0.5457502,0.0156
FAM47E,0.4505347,0.0156
C2orf62,0.4947014,0.0156
LIN28B,-0.2551352,0.0156
EIF1AD,-0.2721111,0.0157
FAM108A1,-0.3506575,0.0157
GRM3,-1.0328112,0.0157
CCDC88A,0.3169275,0.0157
FARP2,-0.2753472,0.0157
C17orf48,0.2606916,0.0157
XLOC_006229,0.5061579,0.0157
NPPB,-0.3456266,0.0157
LOC100505760,-0.2838136,0.0157
PKIG,-0.2504178,0.0157
DUSP5,0.2974842,0.0157
DYDC1,-0.4655656,0.0158
CTH,0.2812519,0.0158
SCUBE3,-0.7198021,0.0158
ENKUR,-0.2595218,0.0158
ARHGAP1,-0.3103258,0.0158
METRN,0.2422688,0.0158
RNF8,-0.5579085,0.0158
CMTM4,0.2757026,0.0158
EPC1,-0.5797872,0.0158
ZBTB45,-0.2975416,0.0158
LOC646762,-0.3060003,0.0158
LACE1,0.4375098,0.0158
LOC100506518,0.3094348,0.0158
CCDC94,-0.2731818,0.0158
FBN3,-0.6243301,0.0158
CHMP2B,0.3124505,0.0158
RAD21L1,0.3335905,0.0158
ADIPOR2,-0.2981322,0.0159
SYS1,-0.2986617,0.0159
ITGB3,0.5856159,0.0159
CMTM6,0.3623594,0.0159
PAM16,0.2702624,0.0159
OR5L1,0.4606298,0.0159
KCNH4,-0.2893003,0.0159
CBFA2T2,0.2720299,0.0159
CSDE1,0.448224,0.016
KNTC1,0.3722997,0.016
PRRG1,-0.3966723,0.016
GDPD1,-0.3360659,0.016
KRTAP12-1,-0.5538071,0.016
C12orf74,-0.8326206,0.016
AACS,-0.3228279,0.016
C3orf62,-0.5000619,0.016
SEMA4C,-0.268149,0.016
SCN3A,-0.3916515,0.016
CTDP1,-0.3413065,0.016
RGAG4,-0.2965564,0.0161
NSFL1C,-0.3408146,0.0161
ZNF599,-0.2921642,0.0161
NR2E3,0.2905812,0.0161
RSBN1L,-0.2834942,0.0161
ABCF1,-0.2674255,0.0161
CRYGN,-0.5447598,0.0161
C11orf10,0.279017,0.0162
ZNF593,0.2775813,0.0162
COPS6,0.2393236,0.0162
LSAMP,-0.4057459,0.0162
DUT,0.2605419,0.0162
ORMDL1,-0.2498805,0.0162
CILP,-0.2437314,0.0162
C20orf26,0.4445034,0.0162
MRPL46,-0.2930039,0.0162
C15orf52,0.2812944,0.0162
PATL1,0.3523582,0.0162
VCL,0.2764827,0.0163
HSD17B8,-0.248382,0.0163
CCDC150,0.4552103,0.0163
GNL3,0.2729861,0.0163
TM2D2,-0.3107926,0.0163
KLK6,0.3166378,0.0164
SMOX,-0.272052,0.0164
XLOC_009181,0.2806278,0.0164
NDN,-0.2520101,0.0164
IQCB1,0.2552237,0.0164
DICER1-AS,0.2751308,0.0164
PVT1,0.2809353,0.0164
LSM3,-0.3281447,0.0164
CTAGE4,-0.2600268,0.0165
SNORD86,-0.4063938,0.0165
CETN4P,0.5144209,0.0165
PIEZO2,0.3633653,0.0165
UHMK1,0.2352057,0.0165
RBM28,0.2685046,0.0165
LOC386597,-0.5576742,0.0165
TRIM26,-0.2655082,0.0165
MAP4K5,0.2334108,0.0166
SLC38A2,-0.4366279,0.0166
DPAGT1,0.3100221,0.0166
RSBN1,-0.2928095,0.0166
NLN,0.2938738,0.0166
PTBP2,0.2550142,0.0166
GSTZ1,-0.2617202,0.0166
PIN4,-0.2473381,0.0166
PRKAB2,0.242271,0.0166
LRRC3B,-0.343649,0.0166
SNRPN,-0.4715132,0.0166
EDC4,-0.3728133,0.0167
SLC35D2,0.2608777,0.0167
DIRAS1,-0.2993984,0.0167
FKBP1A,0.232866,0.0167
GNA13,0.2432477,0.0167
PVRL2,-0.304795,0.0167
NACA,0.2712617,0.0167
ACP1,-0.3356701,0.0167
THRA,-0.3143093,0.0167
ARL1,0.4390318,0.0168
ABI1,-0.3351002,0.0168
EPM2AIP1,0.2975037,0.0168
MEF2B,0.3541728,0.0168
ATG4B,-0.309323,0.0168
THOC5,-0.3749179,0.0169
EGLN3,-0.3467425,0.0169
PTP4A3,0.4519281,0.0169
AURKC,0.3028539,0.0169
SCUBE1,-0.3696767,0.0169
PCSK1,0.6356567,0.017
LOC284751,0.7237874,0.017
IFT172,-0.238191,0.017
TTC30B,-0.304098,0.017
TLR9,0.3876255,0.017
CCDC106,-0.2992248,0.017
ADSS,0.3437114,0.0171
LOC347411,-0.5547017,0.0171
BTN3A1,0.3325069,0.0171
FBXO16,-0.2520278,0.0171
CHP,0.240702,0.0171
WFDC2,0.3011879,0.0171
PPFIA1,-0.3208731,0.0171
C11orf74,0.2703806,0.0171
CRCT1,-0.8368944,0.0171
RANBP6,-0.4060341,0.0171
GMPS,0.3310901,0.0171
SLC25A34,-0.3171482,0.0171
SNORD85,-0.6389675,0.0171
CCDC84,-0.2687692,0.0171
PCDHA8,-0.5297889,0.0171
SEPT4,-0.3830914,0.0172
LCMT2,-0.2471977,0.0172
FRY,-0.3452338,0.0172
OVCA2,-0.2929873,0.0172
RPS18,0.2247155,0.0172
ZFAND2B,0.2671411,0.0172
C6orf26,0.4562348,0.0172
UBASH3B,-0.3801702,0.0172
STAT4,0.4312911,0.0172
ELF2,-0.2446599,0.0172
LIMA1,0.2543759,0.0172
COX7A2L,0.2494095,0.0172
TMEM176B,0.2539846,0.0173
ACRV1,0.3974009,0.0173
SS18L1,-0.3063748,0.0173
ALG1L,-0.353079,0.0173
APEH,-0.3591319,0.0173
BANP,-0.4294314,0.0173
LOC100505874,0.2371327,0.0173
PRR15L,-0.2981817,0.0173
PPARA,0.4187726,0.0173
RERE,-0.2542668,0.0174
STXBP6,-0.3736177,0.0174
LOC254128,0.2798103,0.0174
SPTAN1,-0.3590313,0.0174
BCL2A1,0.2567654,0.0174
TMEM63C,-0.2373144,0.0174
PKM2,-0.2811083,0.0174
ZNF423,0.3500299,0.0174
TRAF6,-0.3198431,0.0174
XLOC_004900,-0.5259228,0.0174
CHN1,0.2493999,0.0175
XLOC_010257,-0.3865325,0.0175
DPY19L2P2,0.3297484,0.0175
MAD2L1BP,-0.2873743,0.0175
CNOT6L,-0.2459115,0.0175
GALNT8,0.4497461,0.0175
TUG1,-0.2268381,0.0175
RAB26,0.5925198,0.0175
SNX4,-0.3192415,0.0175
TNNI3K,-0.4831318,0.0175
LIPG,0.449608,0.0175
ZNF266,-0.2469356,0.0176
APH1B,0.2423382,0.0176
GNG4,0.2572729,0.0176
DDB2,0.2962164,0.0176
C12orf12,0.5710717,0.0176
ZNF816-ZNF321P,0.5382947,0.0176
ZNF167,-0.2383279,0.0176
MTMR9,-0.2505982,0.0176
HIST1H2AC,-0.3142512,0.0176
XLOC_008648,0.555913,0.0176
WDR35,0.2940505,0.0176
BRSK1,0.330472,0.0176
MUTED,0.2476547,0.0176
DHRS4,-0.2377425,0.0177
UNK,-0.2905522,0.0177
WDR86,-0.3378858,0.0177
SLC1A4,-0.3231392,0.0177
KPNA2,-0.2872633,0.0177
MSRA,-0.3088203,0.0177
ARMC10,0.2328791,0.0178
NGLY1,0.2510365,0.0178
DDX10,0.3441362,0.0178
KDM3A,-0.3381061,0.0178
KCNAB1,-0.373084,0.0178
RAB25,-0.7851418,0.0178
LOC100289137,-0.3828854,0.0178
MRPL40,0.2509377,0.0178
SLC18A3,-0.3760963,0.0179
NDUFS4,0.2313298,0.0179
NDUFA4L2,-0.3635172,0.0179
XRCC6,-0.2721577,0.0179
ZRANB2,-0.2320695,0.0179
GUSBP10,-0.6005575,0.0179
LOC648740,0.4660633,0.0179
C14orf132,-0.3619796,0.0179
MPZL3,-0.4303984,0.018
FAM19A5,0.2915032,0.018
GEMIN6,0.2351589,0.018
ZP3,0.5272993,0.018
GPC5,-0.3510932,0.018
AKAP14,-0.4851876,0.018
KAT8,0.2765626,0.018
PROSER1,-0.259227,0.0181
MED27,-0.3733481,0.0181
AK3,0.3054886,0.0181
TSHZ2,0.2968178,0.0181
FBXW4,-0.2922935,0.0181
NUDT9P1,0.6107838,0.0181
TBC1D8,-0.3427587,0.0181
ATG9A,-0.4709333,0.0182
ADH6,1.0223052,0.0182
MAP3K9,-0.3162988,0.0182
EFCAB11,0.3552914,0.0182
ABCB8,-0.4033484,0.0182
XLOC_011296,1.2067539,0.0182
XLOC_001707,0.3999084,0.0182
FES,-0.4445957,0.0182
KRTAP5-9,-0.2726516,0.0183
VMO1,-0.4675269,0.0183
PSMC5,-0.4835364,0.0183
CCK,-0.4236258,0.0183
UBR3,-0.2875332,0.0183
XLOC_006775,0.2411127,0.0183
ESX1,0.3470655,0.0183
LOC100506236,-0.4792483,0.0184
BANF1,0.2511073,0.0184
COG8,-0.2895055,0.0184
IRGM,-0.4175305,0.0184
PIN1P1,-0.4049527,0.0184
TP53BP2,0.2776129,0.0184
COL9A1,-0.4177469,0.0184
METTL17,-0.2258216,0.0185
PAICS,0.2462636,0.0185
EMILIN1,-0.3325229,0.0185
GALNT12,-0.3553402,0.0185
XLOC_l2_009539,-0.4781437,0.0185
LZTR1,-0.3270214,0.0186
SLC23A3,-0.3607216,0.0186
SPACA7,-0.4174986,0.0186
TNFRSF8,-0.5964839,0.0186
FLJ45983,-0.3053896,0.0186
FAM89A,0.2816624,0.0186
SULT1C2,0.5212192,0.0186
TXNRD2,-0.2477733,0.0186
PSMD3,-0.3381906,0.0187
BICC1,-0.3522748,0.0187
LOC100128511,-0.6571995,0.0187
XLOC_005921,-0.5566587,0.0187
DMGDH,0.4038512,0.0187
DKK1,-0.3815179,0.0188
PWWP2B,0.3045312,0.0188
NAP1L5,-0.2392274,0.0188
ATP13A4,0.4011562,0.0188
SLC6A13,-0.4438309,0.0188
RGS19,0.3439457,0.0188
XLOC_003123,0.5109654,0.0189
XLOC_l2_003911,-0.3839334,0.0189
PTPN5,-0.4186894,0.0189
TRIM72,-0.2819092,0.0189
PCDH18,-0.3643892,0.0189
SEC11C,0.2884307,0.0189
NOL12,-0.2249733,0.019
UNC93B1,0.2430803,0.019
PLXNA3,0.4278879,0.019
POFUT1,-0.5689332,0.019
LOC100130539,0.4023084,0.019
MARK2,-0.3032525,0.019
SYTL2,-0.6543143,0.019
REPIN1,-0.2600328,0.019
KLK7,0.6275533,0.019
GFPT1,-0.2773768,0.019
GABRR2,-0.5552403,0.019
MRPS35,0.2351468,0.019
C6orf192,-0.4266732,0.019
PYY2,-0.2643981,0.0191
RHAG,0.5559526,0.0191
NDUFB2,0.320497,0.0191
DDX6,-0.3306881,0.0191
XLOC_l2_004611,0.4060977,0.0191
TCFL5,0.3634912,0.0191
MAPKAPK3,0.2490627,0.0191
CHKA,0.2499142,0.0191
CNGB1,-0.2573077,0.0191
KIAA0930,-0.4093993,0.0191
OR14I1,0.7387418,0.0192
ZNF192,-0.3129047,0.0192
ZNF692,-0.3305633,0.0192
SPSB2,-0.2337277,0.0192
TSHZ3,0.5053358,0.0193
MOAP1,-0.421078,0.0193
AHSA1,-0.2767484,0.0193
CCNG2,-0.3633168,0.0193
GCAT,0.2651225,0.0193
TBCA,0.2746142,0.0193
OR7E24,0.3920021,0.0194
PYGO2,-0.3148961,0.0194
MED8,-0.2667777,0.0194
SCAF8,-0.2470405,0.0194
ANKMY2,-0.2718943,0.0194
PPP6R3,-0.2538507,0.0194
FAM8A1,-0.3002903,0.0194
CAMK2D,0.3713831,0.0195
OR10AG1,-0.4421482,0.0195
NANP,0.4259975,0.0195
PTPRM,0.3453376,0.0195
TOM1,-0.2363671,0.0195
LOC400548,-0.2940881,0.0195
CD63,0.2311206,0.0195
POU3F1,-0.2823788,0.0195
PRAMEF22,0.5795545,0.0195
MAP3K14,-0.2450244,0.0196
TRIM35,-0.2320798,0.0196
SCRT2,-0.2704784,0.0196
PDZD4,-0.4421854,0.0196
TRIL,0.4240743,0.0196
SNORD76,0.3819191,0.0196
WBP4,0.278147,0.0196
LCA5,-0.2928809,0.0196
ACOT1,0.6017194,0.0196
DTX4,-0.304248,0.0196
NACA2,0.3295464,0.0197
IL37,0.56661,0.0197
RAB3D,0.2713529,0.0197
TCF7L2,-0.4173222,0.0197
TUBGCP5,-0.312317,0.0197
GCFC1-AS1,0.250667,0.0197
SLIT1,-0.3022085,0.0197
SNURF,-0.5528581,0.0198
NOVA1,-0.2965037,0.0198
MMRN2,-0.5312979,0.0198
EIF2AK1,0.3197116,0.0198
VSNL1,-0.5455897,0.0198
CGRRF1,-0.3261106,0.0198
STAM,-0.3168834,0.0198
PDE6A,0.4671667,0.0199
ASH1L,-0.2868381,0.0199
ADARB2,0.2660075,0.0199
DYNC2H1,-0.2998249,0.0199
RNF146,-0.3025439,0.0199
SLC50A1,0.301714,0.0199
POU4F1,-0.3984844,0.0199
PLXNA2,-0.5650233,0.0199
ZNF211,-0.2573634,0.0199
PEG10,0.7116345,0.0199
LOC644192,0.2666763,0.02
ICT1,0.2495658,0.02
FLJ39095,0.4326517,0.02
HMGA1,0.3269838,0.02
LOC255130,0.5109904,0.02
XLOC_l2_015148,0.2747725,0.02
ZNF134,-0.2749334,0.02
SLC38A6,0.2665816,0.0201
OAS3,-0.5445218,0.0201
ITGA7,-0.2712193,0.0201
H19,0.5079035,0.0201
PIK3IP1,-0.5438449,0.0201
TTLL8,-0.3331858,0.0201
CCL16,-0.3198747,0.0201
GOLGA4,0.2281423,0.0201
OR7E156P,0.5357955,0.0202
LRRC32,-0.5198553,0.0202
ABAT,-0.4983241,0.0202
MGC27345,-0.3163435,0.0202
KIAA1875,0.2440883,0.0202
SRD5A3,0.3238632,0.0202
TEAD1,0.4572276,0.0202
CHAF1A,-0.4177069,0.0203
COMP,0.2408714,0.0203
CCDC141,-0.6000752,0.0203
NUPR1,0.8079378,0.0203
XLOC_008151,-0.3332824,0.0203
ZFR,-0.230488,0.0203
PLEKHA1,0.3653073,0.0203
ATG7,-0.2272015,0.0204
LOC100506107,0.4656607,0.0204
FAM69B,0.260096,0.0204
RPP40,0.3136806,0.0204
FAM123A,-0.5336566,0.0204
HYAL3,-0.2551211,0.0204
PBLD,-0.5440443,0.0205
CASR,0.3630853,0.0205
FLJ37638,-0.3033213,0.0205
SFPQ,-0.3482954,0.0205
NAP1L4,-0.3920469,0.0205
NTSR1,0.4083232,0.0205
C14orf21,0.2848803,0.0205
POLR3F,-0.306769,0.0205
FAM113A,-0.3304206,0.0205
ARID4A,-0.4454828,0.0205
ELOVL5,0.2529097,0.0205
MRVI1,0.3723239,0.0205
SLC25A33,0.4343695,0.0206
KIAA1211,-0.3799417,0.0206
GNA14,0.5562643,0.0206
S100A1,0.3124731,0.0206
EHD4,0.270374,0.0206
SMC3,-0.2901627,0.0206
BTRC,-0.2737849,0.0206
KRTAP10-11,-0.3610118,0.0207
SLC36A3,-0.3020076,0.0207
ZDHHC5,-0.368439,0.0207
C2orf73,0.2364829,0.0207
OPRD1,0.4011635,0.0208
KCNJ3,-0.6789199,0.0208
SLC22A6,-0.6447202,0.0208
C9orf174,0.2449902,0.0208
LOC100507003,0.2434433,0.0208
LOC100131257,-1.0911245,0.0208
PWP1,-0.2227702,0.0208
LOC100499466,-0.248368,0.0208
INTS3,-0.2490794,0.0208
MCF2L,-0.2844743,0.0209
N4BP3,-0.6402693,0.0209
UCK1,-0.3057496,0.0209
HCG22,0.3644746,0.0209
RALA,0.2393029,0.0209
C2CD4D,0.2974364,0.0209
KCNK3,0.3716788,0.0209
LOC100506325,0.4195909,0.0209
HBZ,0.270309,0.0209
NR3C1,0.3868428,0.021
MPP4,-0.3224727,0.021
ZNF75A,-0.2320112,0.021
STK39,0.2395909,0.021
PCDH1,-0.2593714,0.021
HSPA1L,-0.4606035,0.021
MRPL42,0.3085016,0.021
SLC47A1,0.3159334,0.021
NOS3,0.4668847,0.0211
SNHG6,0.2538044,0.0211
RNF25,-0.3076624,0.0211
PRPF40A,-0.2525967,0.0211
ZNF506,-0.3047294,0.0211
VRTN,-0.4462475,0.0211
RNF26,0.2446123,0.0211
PEX2,-0.2821498,0.0211
SLC38A10,-0.342492,0.0211
ERP29,-0.2452758,0.0212
ZNF45,-0.2812409,0.0212
SDC1,0.2809644,0.0212
WDR37,-0.3405516,0.0212
KCTD10,-0.2217593,0.0212
C15orf33,0.2801473,0.0213
FLJ32224,0.2710212,0.0213
ONECUT2,-0.2982564,0.0213
KCNQ2,0.3356156,0.0213
LOC100652857,0.4329556,0.0213
INADL,-0.2991061,0.0213
STEAP3,0.275388,0.0213
MTMR9LP,0.280695,0.0213
XLOC_001393,-0.2725496,0.0213
GLIPR1L2,0.3384132,0.0213
FZD1,-0.2750234,0.0214
LOC100498859,-0.3607905,0.0214
SLC12A7,0.5055106,0.0214
TP53INP2,-0.2316673,0.0214
FBXW8,0.280026,0.0214
RPS6KB1,-0.2514012,0.0214
SMAD1,0.4004416,0.0214
C6orf204,0.2842955,0.0214
MAP3K13,0.2476636,0.0214
TIMM50,0.3048461,0.0215
PRKAR2B,-0.318315,0.0215
JPH4,-0.3219859,0.0215
MAST4,0.3451954,0.0215
HADH,0.3287264,0.0215
NR5A2,-0.3950468,0.0215
DOLK,-0.2195816,0.0215
PSORS1C3,-0.4014474,0.0215
PARP11,-0.3442716,0.0215
KRR1,-0.2500989,0.0215
FAM122A,0.2734684,0.0216
NMT1,-0.2305199,0.0216
GPRIN2,-0.5198857,0.0216
MSL1,0.345213,0.0216
SEC16A,-0.3552694,0.0216
PDLIM4,0.3731392,0.0216
COL12A1,0.3478228,0.0216
PGAP1,-0.2626781,0.0216
HCFC1R1,0.2624003,0.0216
TMEM123,0.6986944,0.0216
DLST,0.3459718,0.0216
HDAC8,-0.2487659,0.0216
PPIB,0.2794362,0.0217
NPAT,-0.393259,0.0217
MFSD5,-0.2396303,0.0217
XLOC_010952,0.3960589,0.0217
FBXL20,-0.2367325,0.0217
GTF2IRD2,-0.3232551,0.0217
XLOC_006568,-0.4832371,0.0217
SARNP,-0.2854294,0.0218
PSMD6,-0.3345547,0.0218
TIMM10,0.2482881,0.0218
XLOC_002725,-0.5537989,0.0218
PLEKHA8,-0.3674178,0.0219
OTUD7A,-0.2207208,0.0219
SLC28A2,0.2885526,0.0219
ZDHHC14,-0.3698352,0.0219
ZNF691,-0.2823032,0.0219
VEPH1,0.5974436,0.0219
COL27A1,0.2818215,0.0219
DERL1,-0.2533202,0.022
KIAA1737,-0.2802603,0.022
CCNL1,-0.2309277,0.022
LOC100131564,0.3364937,0.022
ZNF341,-0.2389439,0.022
CPXM1,-0.2686114,0.022
DCC,-0.2453762,0.022
LIPT2,-0.2776743,0.022
DTX3,-0.4397657,0.0221
KIAA1107,-0.3321093,0.0221
CHD4,-0.2352907,0.0221
FBXO28,-0.2590116,0.0221
SERP1,0.2366744,0.0221
CHD8,-0.2742033,0.0221
KLHL18,-0.2192624,0.0221
ABCD1,-0.3266695,0.0222
SLAMF7,0.4899875,0.0222
ZNF227,-0.2699453,0.0222
ZSCAN16,-0.2535733,0.0222
CYP4Z1,0.4855833,0.0222
COX7C,0.2466246,0.0222
HNRNPAB,-0.3768895,0.0222
PSMD14,-0.3096502,0.0222
TBC1D20,-0.3005246,0.0222
TAOK3,-0.2544629,0.0223
RFT1,-0.3046405,0.0223
PRR7,0.3345383,0.0223
MMP3,-0.3888854,0.0223
SLC4A11,0.3426416,0.0223
NAT8L,-0.2480979,0.0224
CALB2,-0.519506,0.0224
AKIP1,-0.265415,0.0224
ATG4A,-0.3278768,0.0224
FAM160A1,0.288929,0.0224
SNORA24,0.3134345,0.0225
LOC100506068,-0.4581428,0.0225
MSRB2,-0.2421639,0.0225
FGF2,-0.5267894,0.0225
RELA,-0.2528692,0.0225
TMCC3,-0.2964516,0.0225
RINL,0.3893995,0.0225
FBXL17,-0.2906592,0.0225
JAM2,0.263585,0.0225
PDCD4,-0.3563891,0.0225
DNAH11,0.4275464,0.0225
SS18,-0.2621485,0.0225
KRT34,-0.4384496,0.0225
PRRT1,-0.2626469,0.0225
TSPYL1,-0.3093356,0.0226
LOC100505601,-0.3216109,0.0226
ZC3H15,-0.2900076,0.0226
TSC22D4,-0.2595794,0.0226
CACNA1C,0.3049055,0.0226
ACSBG2,0.4994313,0.0226
ABHD2,-0.4376521,0.0226
SNORD98,-0.3463138,0.0226
MRGPRD,-0.6441998,0.0226
PAQR8,0.2688372,0.0226
AKAP8,-0.294215,0.0226
SLC35F5,0.2209458,0.0226
GNG2,-0.2545073,0.0226
FAM151A,-0.3411933,0.0227
NPHP1,-0.2448701,0.0227
ANO6,0.2653036,0.0227
NAP1L3,-0.2699686,0.0227
RLN1,0.4185511,0.0227
LOC283888,-0.3553191,0.0227
RBM25,-0.3997851,0.0227
JPH1,0.3019632,0.0227
TREH,0.2870004,0.0227
LINC00311,-0.4276945,0.0227
DCAF10,0.3172844,0.0228
CKS2,0.402896,0.0228
FILIP1L,0.3889161,0.0228
PITX1,-0.3898701,0.0228
HIF3A,0.2433159,0.0228
XLOC_002760,-0.4828774,0.0228
SLC25A20,-0.3790106,0.0228
AXIN2,-0.5714162,0.0228
ZNF815,0.2509112,0.0229
TBPL1,-0.2801904,0.0229
XLOC_000363,0.3013113,0.0229
HSD11B2,-0.427663,0.0229
SNAR-G1,-0.3656312,0.0229
ZNF621,-0.2302759,0.023
ADAM8,-0.4264196,0.023
PLCB3,0.2723162,0.023
SSH3,0.4401068,0.023
CCL15,0.3113821,0.023
CLCN6,0.2659024,0.023
IL27RA,0.3008172,0.023
SERPINF1,0.2207018,0.023
SNORD72,0.4322535,0.023
RBPMS,0.3033051,0.023
PGS1,-0.3627223,0.023
MEA1,0.2345187,0.0231
ZNF263,-0.3486503,0.0231
MRPS24,0.2471197,0.0231
CRLF1,0.5287363,0.0231
XLOC_l2_002729,-0.2529433,0.0231
LOC100507218,-0.5291324,0.0231
DNAJB5,-0.3242861,0.0231
SPAG6,-0.4350434,0.0231
FAM22A,-0.4687028,0.0232
MAML2,-0.3389592,0.0232
MMP7,0.7824961,0.0232
C14orf82,-0.3303095,0.0232
RPUSD2,-0.2187722,0.0232
FUT7,-0.447859,0.0232
ITPRIPL2,0.250034,0.0232
MICAL1,-0.4007478,0.0232
ZCCHC14,-0.2887402,0.0232
ZMYM3,-0.2310859,0.0232
NAPEPLD,0.2308393,0.0233
TGM1,-0.3405353,0.0233
TTC37,0.2456472,0.0233
XYLB,0.4870913,0.0233
TBC1D4,-0.3304653,0.0234
PLA2G5,0.5460723,0.0234
RPL39,0.2731426,0.0234
TSEN34,0.23759,0.0234
PRCP,0.2501064,0.0234
AP3S1,0.2611963,0.0234
ABO,0.2682709,0.0234
PABPC4,0.2952656,0.0234
LOC100506054,0.3175261,0.0234
ZNF200,-0.2351816,0.0235
TRIM37,0.3352866,0.0235
TRIM24,-0.2950776,0.0235
PTPRA,0.2195373,0.0235
C20orf4,-0.2465458,0.0235
TYROBP,0.2810864,0.0235
HGSNAT,-0.232025,0.0235
CBLC,0.5108776,0.0235
LMBRD2,-0.4013982,0.0235
RPL7A,0.2517452,0.0235
C17orf88,-0.3518568,0.0235
LRRK1,0.3454254,0.0235
ARHGAP26,0.2800419,0.0236
PLIN4,0.4634161,0.0236
PDSS2,0.2227959,0.0236
ZFYVE28,0.2940354,0.0236
NOD2,0.4160347,0.0236
RIN1,0.4222135,0.0236
GIT2,0.2323634,0.0236
LYSMD4,-0.2854535,0.0236
GBP4,0.280152,0.0237
GPR107,-0.2174622,0.0237
MYADML2,-0.3882854,0.0237
GPR125,0.3293652,0.0237
PTPN13,-0.230958,0.0237
MCM5,-0.3445272,0.0237
AGTRAP,0.3623833,0.0237
ACOT7,-0.3645486,0.0237
OR2F1,-0.4157528,0.0237
CAMKK2,-0.3557324,0.0238
KIF3C,-0.2658352,0.0238
CFI,0.2492971,0.0238
MPDZ,0.2858139,0.0238
SLC35E2,-0.2894879,0.0238
TUBGCP3,0.2454093,0.0239
RFPL1-AS1,0.2250201,0.0239
LOC100506124,-0.3289229,0.0239
SPAST,-0.2327366,0.0239
XLOC_009120,0.2710374,0.024
LOC283788,-0.2509932,0.024
MOGAT1,0.5469338,0.024
PCDH19,-0.4197344,0.024
NKIRAS2,-0.2546884,0.024
BRMS1,-0.3037539,0.024
NKX6-1,-0.3470724,0.024
ABLIM1,-0.2704513,0.024
FAM172A,0.3179313,0.024
FAF1,0.2700517,0.024
IRAK1,0.4140207,0.0241
LOC728228,-0.5457724,0.0241
TMED10,-0.2646776,0.0241
CNPPD1,-0.3796017,0.0241
LOC100130776,0.3734019,0.0241
DTX1,-0.265785,0.0241
MRPL33,0.3204228,0.0241
PLCE1,-0.2608975,0.0241
NEB,-0.4933724,0.0241
IQCH,0.3330807,0.0241
PVRL3-AS1,0.4539995,0.0241
GALNTL6,-0.840884,0.0241
CDH1,-0.529557,0.0241
ZNF223,-0.2521394,0.0241
CYP21A2,-0.4391218,0.0241
HSDL2,0.2730855,0.0242
KLC1,-0.4674828,0.0242
MEIS1,-0.2354807,0.0242
TPP1,0.2600096,0.0242
NAT6,-0.2464883,0.0242
PCDH11X,-0.4979583,0.0242
TMEM62,0.306945,0.0243
RHBDD3,-0.2197551,0.0243
STK40,-0.242458,0.0243
TNFRSF18,-0.4465588,0.0243
PIWIL4,0.4930116,0.0243
LOC389906,0.2139181,0.0243
CHKB,-0.29394,0.0243
TRPV2,0.253566,0.0244
TRIM41,-0.2964855,0.0244
SNORD4B,0.2436578,0.0244
TMLHE,0.2387628,0.0244
BNIP3,0.2524867,0.0244
SERPINE2,0.3202341,0.0244
SGTA,-0.2565953,0.0244
TLR1,-0.2949389,0.0244
L3MBTL2,-0.4332564,0.0245
HYAL1,0.3235707,0.0245
NDUFA7,0.2499053,0.0245
KIDINS220,-0.2581823,0.0245
SCD,0.303029,0.0245
CPEB3,-0.2963891,0.0245
OR2A2,-0.3317789,0.0245
MGAT4A,0.2463546,0.0245
LMO2,-0.437006,0.0245
OPCML,-0.5640218,0.0245
LOC286189,0.2537548,0.0245
ANK3,-0.3216075,0.0246
TUBGCP2,-0.2937257,0.0246
CLEC11A,0.2744597,0.0246
MRPL54,-0.3194679,0.0246
PAQR6,-0.3190828,0.0247
RIBC1,-0.2262082,0.0247
YPEL4,-0.3024971,0.0247
TTC16,0.3069208,0.0247
CLSTN3,-0.3380175,0.0247
H1FX,-0.3151117,0.0247
PPP1CA,-0.3293393,0.0247
PDPR,-0.2869924,0.0247
EIF3K,-0.232819,0.0247
SERPINH1,0.2876683,0.0248
CHTF18,0.2430655,0.0248
PEX14,-0.2223821,0.0248
H2AFZ,-0.4044208,0.0248
MGC3771,-0.3423717,0.0248
RGAG1,-0.6052473,0.0248
CMAS,0.2459686,0.0249
C11orf49,-0.2722925,0.0249
LOC100270804,0.2772682,0.0249
TOMM40,-0.3030626,0.0249
LY6G5B,-0.4973751,0.0249
XAGE1A,-0.7633362,0.0249
LOC100506563,-0.5991976,0.0249
LOC100129550,-0.2505469,0.0249
SHC4,0.2654894,0.025
EPN2,-0.2683106,0.025
PPM1E,-0.2150636,0.025
HDAC11,-0.3974375,0.025
MYL6B,0.2188352,0.025
ADC,-0.2399246,0.025
ZC3H4,-0.2503273,0.025
CENPL,-0.3390083,0.0251
TMSB4XP1,0.6083507,0.0251
CNOT7,0.2426691,0.0251
FAM83G,0.3018184,0.0251
LOC100507266,0.2836463,0.0251
C5orf41,0.2925562,0.0251
SULT1A4,-0.2629565,0.0251
ZBTB9,-0.2326082,0.0252
HCN4,-0.2435139,0.0252
CAPS2,0.3820438,0.0252
ANKS3,-0.2406015,0.0252
SH3BP5,-0.2998751,0.0252
SORBS3,0.2684202,0.0252
PODN,-0.438606,0.0252
NMNAT3,0.444536,0.0253
PARD6G,0.2728936,0.0253
NCKIPSD,-0.3114663,0.0253
